Individual ID (paper),delta13ccol,delta15n,delta13cap,C/N,RCYBP,Error,MidPoint,PeriodName,PeriodID,age,sex,site,Setting2,Setting,Estimated Latitude,Estimated Longitude,material,body part,source,
14,-19.4,11.2,-9.9,3.2,,,3453,Middle Archaic II,2,25-35,F,Bowser (41FB3),Riverine,TCP,29.4243375,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
27,-19,11,-8,3.3,,,3453,Middle Archaic II,2,Unknown,F,Bowser (41FB3),Riverine,TCP,29.4243375,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
37,-18.6,13.3,-10.5,3.2,,,3453,Middle Archaic II,2,25-35,M,Bowser (41FB3),Riverine,TCP,29.4243375,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
198C,-16.63,10.05,-9.71,3.32,3249,29,3459,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
No #,-16.49,13.49,-12.55,3.19,3265,48,3482,Middle Archaic II,2,infant-1yr,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
70b,-17.35,8.96,-12.17,3.43,3299,27,3516,Middle Archaic II,2,,F,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
46,-18,9.3,-11.78,3.35,3381,27,3616,Middle Archaic II,2,,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
136,-17.82,9.35,-12.03,3.36,3430,28,3676,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
27,-14.77,12.7,-10.8,3.42,3441,28,3697,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
70A,-16.2,11.1,-7.4,3.3,3460,35,3728,Middle Archaic II,2,40,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
34,-16.62,9.52,-7.81,3.25,3473,28,3752,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
97,-13.94,12.48,-8.32,3.31,3509,25,3772,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
No #,-16.7,9.2,-8.25,3.3,3524,26,3784,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
52,-17.9,10.1,-9.8,3.2,3580,35,3882,Middle Archaic II,2,9-13,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
112,-14.53,12.57,-8.37,3.34,3590,19,3890,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
127,-19,9.5,,,3610,35,3918,Middle Archaic II,2,,U,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
119,-17.85,10.11,-12.13,3.27,3638,27,3949,Middle Archaic II,2,,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
205,-15.14,11.29,-9.08,3.45,3640,30,3953,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
66,-19.49,10.33,-6.45,3.45,3657,39,3981,Middle Archaic II,2,50,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
43,-17.44,10.87,-12.12,3.59,3672,27,4012,Middle Archaic II,2,,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
147,-14.7,12.87,-8.19,3.32,3695,36,4035,Middle Archaic II,2,adult,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
182,-17.27,9.45,-9.64,3.18,3731,35,4080,Middle Archaic II,2,,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
100,-15.29,9.81,-8.29,3.45,3740,28,4095,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
9,-13.94,12.96,-8.16,3.3,3783,64,4165,Middle Archaic II,2,,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
53,-17.98,10.5,-13.86,3.28,3832,39,4235,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
40,-17.7,9.4,-11.2,3.41,3853,27,4273,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
23(38),-17.4,9.6,-9.69,3.32,3856,27,4278,Middle Archaic II,2,,F,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
33,-16.47,10.11,-8.25,3.47,3856,32,4278,Middle Archaic II,2,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
196,-16.42,10.35,-10.19,3.27,3860,27,4285,Middle Archaic II,2,,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
211,-20.4,10.6,-9,3.2,,,4300,Middle Archaic I,1,Adult,M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
148,-19.7,11.3,-11.1,3.3,,,4300,Middle Archaic I,1,Old Adult,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
210,-19.6,13.5,-7.8,3.3,,,4300,Middle Archaic I,1,Young Adult,M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
147,-18.8,10.7,-7.9,3.2,,,4300,Middle Archaic I,1,Adolescent,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
141,-18.5,12.1,-8.2,3.3,,,4300,Middle Archaic I,1,Adult,U,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
206,-18.4,11.8,-8.7,3.2,,,4300,Middle Archaic I,1,Middle Adult,M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
212,-17.9,11.6,-9,3.3,,,4300,Middle Archaic I,1,Middle Adult,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
43a,-19.49,10.89,-9.82,3.37,4150,30,4695,Middle Archaic I,1,35-50,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
199,-18.21,10.17,-11.41,3.42,4183,31,4722,Middle Archaic I,1,,F,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
140,-19.59,12,-10.79,3.37,4240,30,4828,Middle Archaic I,1,35-50,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
AA-1,-18.3,9.1,-9.6,3.3,4250,40,4828,Middle Archaic I,1,Adult,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
No #,-18.5,10.1,-10.99,3.34,4311,29,4863,Middle Archaic I,1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
210,-18.42,11.66,-8.18,3.38,4366,30,4925,Middle Archaic I,1,20-35,M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
58,-17.31,10.57,-7.37,3.32,4447,42,5092,Middle Archaic I,1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
45,-18.74,11.35,-9.57,3.28,4524,34,5159,Middle Archaic I,1,25-35,M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
206,-18.49,12.01,-7.26,3.42,4496,39,5160,Middle Archaic I,1,35-50,M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
212,-18.08,11.19,-9.95,3.27,4628,49,5393,Middle Archaic I,1,35-50,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
162,-18.98,9.57,-11.62,3.29,4788,45,5520,Middle Archaic I,1,50,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
221,-17.7,12.44,-9.66,3.41,5301,30,6083,Middle Archaic I,0.1,35-50,M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
21,-16.7,8.85,-11.61,3.5,5381,27,6204,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
201,-17.78,9.54,-9.17,3.39,5409,52,6216,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
4a,-16.95,9.9,-9.06,3.47,5403,28,6232,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
198B,-17.2,10.1,-9.73,3.33,5494,32,6293,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
174,-17.9,9.2,-10.01,3.31,5533,29,6332,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
200,-16.7,9.8,-9.15,3.42,5542,38,6341,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
133,-16.62,9.92,-9.49,3.46,5558,29,6346,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
62,-16.6,9.5,-8.48,3.5,5583,31,6355,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
43,-16.32,10.5,-8.7,3.38,5673,37,6451,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
AA-10,-17.1,11.2,-8.6,3.3,5910,30,6726,Middle Archaic I,0.1,Adult,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
6,-17.5,11.4,-9.66,3.37,6011,29,6850,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
6,-16.5,12.4,-8.3,3.3,6020,35,6860,Middle Archaic I,0.1,Adult,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
96,-16.9,10.3,-7.9,3.3,6280,35,7211,Middle Archaic I,0.1,Adult,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
185,-17.1,10.7,-8.79,3.39,6306,32,7214,Middle Archaic I,0.1,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
168a,-20.42,12.31,-11.82,3.47,,,,,0,50,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
115,-19.85,11.68,-12.46,3.65,,,,,0,"35-50 (Hall), 50+ (Dockall)",F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
127,-19.49,10.72,-4.19,3.45,,,,,0,25-35,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
136,-18.92,12.75,-13.69,3.41,,,,,0,"20-35 (Hall), 25-49 (Dockall)",M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
164,-18.79,11.59,-13.53,3.23,,,,,0,"20-35 (Hall), 25-49 (Dockall)",M,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
143,-18.39,11.61,-6.92,3.32,,,,,0,12-20Y,F,Ernest Witte (41AU36),Riverine,TCP,29.4243376,-95.9168204,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
114,-19,10.8,-10.2,3.3,,,,,0,30-40,F,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
No #,-18.8,10.3,-11.89,3.47,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
145,-18.4,11.8,-9.6,3.3,,,,,0,12-18,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
160,-18.4,10.3,-11.6,3.3,,,,,0,2-4,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
144,-18.4,9.6,-10.5,3.3,,,,,0,15-20,F,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
177,-18.4,9.6,-10.3,3.2,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
154,-18.3,9.7,-7.6,3.3,,,,,0,20-30,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
24,-18.1,10.1,-9.83,3.31,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
112,-18.1,9.8,-9,3.2,,,,,0,Unknown,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
211B,-17.8,9.4,-9.62,3.3,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
215,-17.75,9.99,-8.82,3.57,,,,,0,,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
159,-17.5,10,-10.7,3.3,,,,,0,35,F,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
50,-17.5,9.3,-9.6,3.3,,,,,0,20-30,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
141,-17.3,9.8,-7,3.3,,,,,0,Adult,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
62,-17.11,10.53,-10.14,3.45,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
150,-16.98,9,-9.28,3.42,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
17,-16.5,10.4,-8.99,3.5,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
No #,-15.9,10.4,-9.37,3.39,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
AA3,-15.7,9.1,-8.2,3.3,,,,,0,Adult,F,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
165,-14.73,12.39,-8.71,3.62,,,,,0,,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
147,-14.5,12.6,-8.8,3.3,,,,,0,Adult,U,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
112,-9.7,11.2,-6.27,3.22,,,,,0,,M,Morhiss (41VT1),Riverine,TCP,28.0049681,-97.4364423,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
